Chemical Information										Mixture Information				exact mass		theoretical m/z			measured m/z			Ion mobilty			Chromatography				NAPS RT Pre																					NAPS RT Post																			
ChEBI name	ChEBI	KEGG	HMDB	LipidMaps	SMILES	InChI	InChIKey	formula		Chemical Exposome	Mixture	Mix Name		M		[M+H]+	[M+Na]+		[M+H]+	[M+Na]+		CCS [M+H]+	CCS [M+Na]+		RT (apex)	RT (minim)	RT (maxim)		C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20		C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20
borneol	CHEBI:28093	C01411			CC1(C)C2CCC1(C)C(O)C2	InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3	DTGKSKDOIYIVQL-UHFFFAOYSA-N	C10H18O		Food Exposome	6.5	Food Exposome_6.5		154.1357652		155.1430412	177.1249852												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
3Z-Hexenyl isobutyrate	CHEBI:180215		HMDB0040213	LMFA07010643	CC\C=C/CCOC(=O)C(C)C	InChI=1S/C10H18O2/c1-4-5-6-7-8-12-10(11)9(2)3/h5-6,9H,4,7-8H2,1-3H3/b6-5-	OSMAJVWUIUORGC-WAYWQWQTSA-N	C10H18O2		Food Exposome	6.5	Food Exposome_6.5		170.1306798		171.1379558	193.1198998												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
propylparaben	CHEBI:32063		HMDB0032574		CCCOC(=O)C1=CC=C(O)C=C1	InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3	QELSKZZBTMNZEB-UHFFFAOYSA-N	C10H12O3		Food Exposome	6.5	Food Exposome_6.5		180.0786442		181.0859202	203.0678642												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
10-hydroxycapric acid	CHEBI:17409	C02774		LMFA01050033	OCCCCCCCCCC(O)=O	InChI=1S/C10H20O3/c11-9-7-5-3-1-2-4-6-8-10(12)13/h11H,1-9H2,(H,12,13)	YJCJVMMDTBEITC-UHFFFAOYSA-N	C10H20O3		Food Exposome	6.5	Food Exposome_6.5		188.1412445		189.1485205	211.1304645												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
ethyl decanoate	CHEBI:87430		HMDB0030998		CCCCCCCCCC(=O)OCC	InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3	RGXWDWUGBIJHDO-UHFFFAOYSA-N	C12H24O2		Food Exposome	6.5	Food Exposome_6.5		200.17763		201.184906	223.16685												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
osthole	CHEBI:69832	C09280			COc1ccc2ccc(=O)oc2c1CC=C(C)C	InChI=1S/C15H16O3/c1-10(2)4-7-12-13(17-3)8-5-11-6-9-14(16)18-15(11)12/h4-6,8-9H,7H2,1-3H3	MBRLOUHOWLUMFF-UHFFFAOYSA-N	C15H16O3		Food Exposome	6.5	Food Exposome_6.5		244.1099444		245.1172204	267.0991644												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
nonivamide	CHEBI:46936		HMDB0029846		CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1	InChI=1S/C17H27NO3/c1-3-4-5-6-7-8-9-17(20)18-13-14-10-11-15(19)16(12-14)21-2/h10-12,19H,3-9,13H2,1-2H3,(H,18,20)	RGOVYLWUIBMPGK-UHFFFAOYSA-N	C17H27NO3		Food Exposome	6.5	Food Exposome_6.5		293.1990937		294.2063697	316.1883137												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
phylloquinone	CHEBI:18067	C05850	HMDB0003555		CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O	InChI=1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,18-20,22-24H,9-17,21H2,1-6H3/b25-20+/t23-,24-/m1/s1	MBWXNTAXLNYFJB-NKFFZRIASA-N	C31H46O2		Food Exposome	6.5	Food Exposome_6.5		450.3497807		451.3570567	473.3390007												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
tristearoylglycerol	CHEBI:45956		HMDB0005393	LMGL03010002	CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	InChI=1S/C57H110O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h54H,4-53H2,1-3H3	DCXXMTOCNZCJGO-UHFFFAOYSA-N	C57H110O6		Food Exposome	6.5	Food Exposome_6.5		890.8302412		891.8375172	913.8194612												0.456	0.476	0.566	0.875	2.102	3.419	4.137	4.705	5.204	5.653	6.082	6.491	6.890	7.289	7.678	8.057	8.436	8.805	9.154	9.473		0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478
2,5-dimethylfuran	CHEBI:89052		HMDB0033182		CC1=CC=C(C)O1	InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3	GSNUFIFRDBKVIE-UHFFFAOYSA-N	C6H8O		Food Exposome	6.6	Food Exposome_6.6		96.05751488		97.06479088	119.0467349												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
octanal	CHEBI:17935	C01545	HMDB0001140		CCCCCCCC=O	InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3	NUJGJRNETVAIRJ-UHFFFAOYSA-N	C8H16O		Food Exposome	6.6	Food Exposome_6.6		128.1201151		129.1273911	151.1093351												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
3-phenylpropanal	CHEBI:39940		HMDB0033716		O=CCCC1=CC=CC=C1	InChI=1S/C9H10O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,8H,4,7H2	YGCZTXZTJXYWCO-UHFFFAOYSA-N	C9H10O		Food Exposome	6.6	Food Exposome_6.6		134.0731649		135.0804409	157.0623849												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
(4S)-limonene	CHEBI:15383	C00521		LMPR0102090002	[H][C@@]1(CCC(C)=CC1)C(C)=C	InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m1/s1	XMGQYMWWDOXHJM-SNVBAGLBSA-N	C10H16		Food Exposome	6.6	Food Exposome_6.6		136.1252005		137.1324765	159.1144205												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
undecanol	CHEBI:87499		HMDB0013113		CCCCCCCCCCCO	InChI=1S/C11H24O/c1-2-3-4-5-6-7-8-9-10-11-12/h12H,2-11H2,1H3	KJIOQYGWTQBHNH-UHFFFAOYSA-N	C11H24O		Food Exposome	6.6	Food Exposome_6.6		172.1827154		173.1899914	195.1719354												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
tridecan-2-one	CHEBI:77928		HMDB0034148		CCCCCCCCCCCC(C)=O	InChI=1S/C13H26O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h3-12H2,1-2H3	CYIFVRUOHKNECG-UHFFFAOYSA-N	C13H26O		Food Exposome	6.6	Food Exposome_6.6		198.1983655		199.2056415	221.1875855												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
2-Pentadecanone	CHEBI:89254		HMDB0031081	LMFA01010015	CCCCCCCCCCCCCC(C)=O	InChI=1S/C15H30O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(2)16/h3-14H2,1-2H3	CJPNOLIZCWDHJK-UHFFFAOYSA-N	C15H30O		Food Exposome	6.6	Food Exposome_6.6		226.2296656		227.2369416	249.2188856												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
palmitoleic acid	CHEBI:28716	C08362	HMDB0003229		CCCCCC\C=C/CCCCCCCC(O)=O	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-	SECPZKHBENQXJG-FPLPWBNLSA-N	C16H30O2		Food Exposome	6.6	Food Exposome_6.6		254.2245802		255.2318562	277.2138002												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
pterostilbene	CHEBI:8630	C10287	HMDB0130987	LMPK13090015	COC1=CC(\C=C\C2=CC=C(O)C=C2)=CC(OC)=C1	InChI=1S/C16H16O3/c1-18-15-9-13(10-16(11-15)19-2)4-3-12-5-7-14(17)8-6-12/h3-11,17H,1-2H3/b4-3+	VLEUZFDZJKSGMX-ONEGZZNKSA-N	C16H16O3		Food Exposome	6.6	Food Exposome_6.6		256.1099444		257.1172204	279.0991644												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
octyl gallate	CHEBI:83631		HMDB0033375		CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1	InChI=1S/C15H22O5/c1-2-3-4-5-6-7-8-20-15(19)11-9-12(16)14(18)13(17)10-11/h9-10,16-18H,2-8H2,1H3	NRPKURNSADTHLJ-UHFFFAOYSA-N	C15H22O5		Food Exposome	6.6	Food Exposome_6.6		282.1467238		283.1539998	305.1359438												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
piperine	CHEBI:28821	C03882	HMDB0029377		O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1	InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+	MXXWOMGUGJBKIW-YPCIICBESA-N	C17H19NO3		Food Exposome	6.6	Food Exposome_6.6		285.1364935		286.1437695	308.1257135												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
Dodecyl gallate	CHEBI:175304		HMDB0038720		CCCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1	InChI=1S/C19H30O5/c1-2-3-4-5-6-7-8-9-10-11-12-24-19(23)15-13-16(20)18(22)17(21)14-15/h13-14,20-22H,2-12H2,1H3	RPWFJAMTCNSJKK-UHFFFAOYSA-N	C19H30O5		Food Exposome	6.6	Food Exposome_6.6		338.2093241		339.2166001	361.1985441												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
calciol	CHEBI:28940	C05443	HMDB0000876		[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C	InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24+,25-,26+,27-/m1/s1	QYSXJUFSXHHAJI-YRZJJWOYSA-N	C27H44O		Food Exposome	6.6	Food Exposome_6.6		384.339216		385.346492	407.328436												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
beta-d-glucose pentaacetate	CHEBI:177390		HMDB0034223		CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O	InChI=1S/C16H22O11/c1-7(17)22-6-12-13(23-8(2)18)14(24-9(3)19)15(25-10(4)20)16(27-12)26-11(5)21/h12-16H,6H2,1-5H3/t12-,13-,14+,15-,16-/m1/s1	LPTITAGPBXDDGR-IBEHDNSVSA-N	C16H22O11		Food Exposome	6.6	Food Exposome_6.6		390.1162115		391.1234875	413.1054315												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
1,2,3-tripalmitoleoylglycerol	CHEBI:75841		HMDB0005432	LMGL03010020	CCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC	InChI=1S/C51H92O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-49(52)55-46-48(57-51(54)45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)47-56-50(53)44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h19-24,48H,4-18,25-47H2,1-3H3/b22-19-,23-20-,24-21-	SKGWNZXOCSYJQL-BUTYCLJRSA-N	C51H92O6		Food Exposome	6.6	Food Exposome_6.6		800.6893907		801.6966667	823.6786107												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
car-3-ene	CHEBI:35661		HMDB0035619		CC1=CCC2C(C1)C2(C)C	InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3	BQOFWKZOCNGFEC-UHFFFAOYSA-N	C10H16		Food Exposome	6.7	Food Exposome_6.7		136.1252005		137.1324765	159.1144205												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
ethyl sorbate	CHEBI:72819		HMDB0040463		[H]C(C)=CC([H])=CC(=O)OCC	InChI=1S/C8H12O2/c1-3-5-6-7-8(9)10-4-2/h3,5-7H,4H2,1-2H3	OZZYKXXGCOLLLO-UHFFFAOYSA-N	C8H12O2		Food Exposome	6.7	Food Exposome_6.7		140.0837296		141.0910056	163.0729496												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
2-Ethylhexanoic acid	CHEBI:89058		HMDB0031230		CCCCC(CC)C(O)=O	InChI=1S/C8H16O2/c1-3-5-6-7(4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)	OBETXYAYXDNJHR-UHFFFAOYSA-N	C8H16O2		Food Exposome	6.7	Food Exposome_6.7		144.1150298		145.1223058	167.1042498												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
methyl salicylate	CHEBI:31832	C12305			COC(=O)c1ccccc1O	InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3	OSWPMRLSEDHDFF-UHFFFAOYSA-N	C8H8O3		Food Exposome	6.7	Food Exposome_6.7		152.0473441		153.0546201	175.0365641												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
(S)-(-)-citronellal	CHEBI:368	C11384		LMPR0102010011	[H]C(=O)C[C@@H](C)CCC=C(C)C	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,8,10H,4,6-7H2,1-3H3/t10-/m0/s1	NEHNMFOYXAPHSD-JTQLQIEISA-N	C10H18O		Food Exposome	6.7	Food Exposome_6.7		154.1357652		155.1430412	177.1249852												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
(−)-menthol	CHEBI:15409	C00400	HMDB0003352	LMPR0102090001	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1	NOOLISFMXDJSKH-KXUCPTDWSA-N	C10H20O		Food Exposome	6.7	Food Exposome_6.7		156.1514153		157.1586913	179.1406353												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
Perillartine	CHEBI:167740		HMDB0035652		O/N=C/C1=CC[C@@H](C(=C)C)CC1	InChI=1S/C10H15NO/c1-8(2)10-5-3-9(4-6-10)7-11-12/h3,7,10,12H,1,4-6H2,2H3/b11-7+/t10-/m1/s1	XCOJIVIDDFTHGB-UEUZTHOGSA-N	C10H15NO		Food Exposome	6.7	Food Exposome_6.7		165.1153641		166.1226401	188.1045841												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
4-Ethyloctanoic acid	CHEBI:179551		HMDB0036136	LMFA01030983	CCCCC(CC)CCC(O)=O	InChI=1S/C10H20O2/c1-3-5-6-9(4-2)7-8-10(11)12/h9H,3-8H2,1-2H3,(H,11,12)	PWKJMPFEQOHBAC-UHFFFAOYSA-N	C10H20O2		Food Exposome	6.7	Food Exposome_6.7		172.1463299		173.1536059	195.1355499												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
1-(2,6,6-trimethylcyclohex-2-en-1-yl)but-2-enone	CHEBI:53220		HMDB0036027		C\C=C\C(=O)C1C(C)=CCCC1(C)C	InChI=1S/C13H20O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5,7-8,12H,6,9H2,1-4H3/b7-5-	CRIGTVCBMUKRSL-FNORWQNLSA-N	C13H20O		Food Exposome	6.7	Food Exposome_6.7		192.1514153		193.1586913	215.1406353												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
methyl undecanoate	CHEBI:87527				CCCCCCCCCCC(=O)OC	InChI=1S/C12H24O2/c1-3-4-5-6-7-8-9-10-11-12(13)14-2/h3-11H2,1-2H3	XPQPWPZFBULGKT-UHFFFAOYSA-N	C12H24O2		Food Exposome	6.7	Food Exposome_6.7		200.17763		201.184906	223.16685												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
Hexyl benzoate	CHEBI:165206	C14716	HMDB0040431		CCCCCCOC(=O)C1=CC=CC=C1	InChI=1S/C13H18O2/c1-2-3-4-8-11-15-13(14)12-9-6-5-7-10-12/h5-7,9-10H,2-4,8,11H2,1H3	UUGLJVMIFJNVFH-UHFFFAOYSA-N	C13H18O2		Food Exposome	6.7	Food Exposome_6.7		206.1306798		207.1379558	229.1198998												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
elaidic acid	CHEBI:27997	C01712	HMDB0000573	LMFA01030073	CCCCCCCC\C=C\CCCCCCCC(O)=O	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+	ZQPPMHVWECSIRJ-MDZDMXLPSA-N	C18H34O2		Food Exposome	6.7	Food Exposome_6.7		282.2558803		283.2631563	305.2451003												0.451	0.471	0.561	0.880	2.117	3.423	4.141	4.710	5.199	5.657	6.086	6.495	6.894	7.293	7.682	8.061	8.440	8.809	9.148	9.478		0.451	0.471	0.561	0.870	2.107	3.424	4.142	4.710	5.199	5.658	6.087	6.496	6.895	7.284	7.683	8.062	8.451	8.800	9.149	9.478
